Interprete;Codigo;Nome;Trecho;Idioma
Roberto Carlos;15267;PROMESSA;Amanhã estarei tão distante de ti;BRA
Roberto Carlos;3930;QUANDO;Quando você se separou de mim;BRA
Roberto Carlos;3235;QUERO QUE VÁ TUDO PRO INFERNO;De que vale o céu azul e o sol;BRA
Roberto Carlos;3597;TEM COISAS QUE A GENTE NÃO TIRA DO CORAÇÃO;Que bom te encontrar;BRA
Roberto Leal;3743;CASA PORTUGUESA;Numa casa portuguesa fica bem;BRA
Robinson Monteiro;6307;PRA SEMPRE EU VOU TE AMAR;Sei que nada vai mudar as nuvens se;BRA
Rockwell;4588;KNIFE;You touched my life with;EUA
Rodrigo Faro;4484;NÃO DIGA NADA;Olha pra mim Não diga nada;BRA
Roger Williams;4503;AUTUMN LEAVES;The falling leaves drift by the window the;EUA
Rolling Stones;4567;AS TEARS GO BY;It is the evening of the day I sit and watch;EUA
Ronnie Von;3003;A PRAÇA;Hoje eu acordei com saudades de você;BRA
Rosa de Saron;15729;CARTAS AO REMETENTE;Há quem amou demais há quem chorou;BRA
Rosana;3480;NEM UM TOQUE;Tanta coisa pra dizer e a gente nem se;BRA
Rosana;4366;O AMOR E O PODER;A música na sombra o ritmo no ar;BRA
Rosemary;6018;JÓIA;Como jóia rara que Precisa ser lapidada;BRA
Rouge;6527;BEIJO MOLHADO (STRAWBERRY KISSES);Quero tanto espero tanto seu beijo molhado;BRA
Rouge;6564;BRILHA LA LUNA;Quero uma noite pra bailar o zouk;BRA
Rouge;6499;NÃO DÁ PRA RESISTIR;Eu não quero confessar eu sei não quero;BRA
Rouge;6507;RAGATANGA (ASEREJÉ);Olha lá quem vem virando a esquina;BRA
Rouge;6639;UM ANJO VEIO ME FALAR;Tão difícil entender o coração;BRA
Rouge-KLB;6467;NUNCA DEIXE DE SONHAR;Há uma luz em algum lugar que vai fazer seu;BRA
Roupa Nova;3502;A FORÇA DO AMOR;Abriu minha visão no jeito do amor;BRA
Roupa Nova;3553;AMAR É...;Amar... é quando não dá mais pra disfar;BRA
Roupa Nova;3405;ANJO;Se você vê estrelas demais;BRA
Roupa Nova;3005;A VIAGEM;Há tanto tempo que eu deixei você;BRA
Roupa Nova;4265;CANÇÃO DE VERÃO;É como um sol de verão queimando no;BRA
Roupa Nova;3313;COMEÇO, MEIO E FIM;A vida tem sons que pra gente ouvir;BRA
Roupa Nova;3514;CRISTINA;Sua boca na minha;BRA
Roupa Nova;4471;DEIXA O AMOR ACONTECER;Qualquer coisa No meu coração;BRA
Roupa Nova;3515;DE VOLTA PRO FUTURO;Sou o mesmo que te amou;BRA
Roupa Nova;3068;DONA;Dona desses traiçoeiros;BRA
Roupa Nova;3527;LINDA DEMAIS;Linda só você me fascina;BRA
Roupa Nova;6067;MEU UNIVERSO É VOCÊ;Mais que a luz das estrelas ah ah;BRA
Roupa Nova;3630;NOSSA HISTÓRIA;Hoje eu venho outra vez meu lugar é;BRA
Roupa Nova;3253;SEGUINDO NO TREM AZUL;Confessar sem medo de mentir;BRA
Roupa Nova;6634;SHOW DE ROCK'N ROLL;Ela só se liga em astrologia;BRA
Roupa Nova;3550;VOLTA PRA MIM;Amanheci sozinho na cama, um vazio;BRA
Roupa Nova;3300;WHISKY A GO-GO;Foi numa festa gelo e cuba libre;BRA
Roxette;4727;IT MUST HAVE BEEN LOVE;It must have been love But it's over now;EUA
Roxette;4771;SPENDING MY TIME;What's the time;EUA
Royce do Cavaco;3004;A SAUDADE DÓI;Não ligue pro que aconteceu;BRA
Royce do Cavaco;3107;FRENTE À FRENTE;A gente se enganou pensando que era;BRA
Royce do Cavaco;3579;MEU CORAÇÃO É TEU;Infelizmente nós somos assim;BRA
Royce do Cavaco;3638;SÓ VOCÊ;Quando a luz se apaga;BRA
Roy Orbison;4645;ONLY THE LONELY;Only the lonely;EUA
Roy Orbison;4757;PRETTY WOMAN;Pretty woman walking down the street;EUA
RPM;4440;LOURAS GELADAS;Disfarça e faz que nem me viu;BRA
RPM;3197;OLHAR 43;Seu corpo é o fruto proibido;BRA
RPM;6471;ONDE ESTÁ O MEU AMOR;Onde está o meu amor quem será com quem;BRA
RPM;4334;RÁDIO PIRATA;Abordar navios mercantes;BRA
RPM;6589;RAINHA;Vem como uma chuva de verão;BRA
RPM;6440;VIDA REAL;Se você pudesse me dizer se você soubesse;BRA
Sá e Guarabyra;3078;ESPANHOLA;Por tantas vezes eu andei mentindo;BRA
Sá e Guarabyra;3260;SOBRADINHO;O homem chega e já desfaz a natureza;BRA
Sampa Crew;3358;CORAÇÃO TE ACALMA;Quantas vezes eu te disse coração;BRA
Sampa Crew;3475;MESMO ASSIM;Foram tantas coisas boas;BRA
Sampa Crew;3398;VERDADEIRA PAIXÃO;Eu vou além de mim sem nada temer;BRA
Sandra de Sá;4463;AGORA EU SEI;Você me diz Que eu sou seu ar;BRA
Sandra de Sá;3308;BYE BYE TRISTEZA;Ninguém aqui é puro anjo ou demônio;BRA
Sandra de Sá;6031;SOLIDÃO;Solidão dá um Tempo e vá saindo;BRA
Sandra de Sá;3594;SOZINHA;Às vezes no silêncio da noite;BRA
Sandro e Gustavo;4381;A GARAGEM DA VIZINHA;Lá na rua onde eu moro conheci uma;BRA
Sandy e Júnior;6002;A LENDA;Bem lá no céu Uma lua existe;BRA
Sandy e Júnior;4387;APRENDER A AMAR;Ô uô ô ô... Tenho um segredo pra contar;BRA
Sandy e Júnior;4347;AS QUATRO ESTAÇÕES;A noite cai o frio desce;BRA
Sandy e Júnior;6059;EU ACHO QUE PIREI;Quando eu te vi na minha frente;BRA
Sandy e Júnior;4317;IMORTAL (IMMORTALITY);É bem assim que estou é tudo que restou;BRA
Sandy e Júnior;3370;MARIA CHIQUINHA;Que cô cê foi fazê no mato Maria Chiquinha;BRA
Sandy e Júnior;6577;NADA É POR ACASO;Já faz algum tempo que eu fui te declarar;BRA
Sandy e Júnior;6428;O AMOR NOS GUIARÁ;Vamos ter momentos a chorar  nós vamos ter;BRA
Sandy e Júnior;4488;OLHA O QUE O AMOR ME FAZ;Meu coração bate Ligeiramente apertado;BRA
Sandy e Júnior;3222;PRA DANÇAR COM VOCÊ;No baile da escola eu espero você;BRA
Sandy e Júnior;6554;SUPER HEROI (NÃO É FÁCIL);Não quero imitar Deus ou coisa assim...;BRA
Sandy - Tiago Iorc;16011;ME ESPERA;"Eu ainda estou aqui perdido em mil versões
";BRA
Santa Esmeralda;4675;YOU'RE MY EVERYTHING;You're my everything;EUA
Santana;6010;CORAZON ESPINADO;Esa mujer me esta matando Me a;BRA
Santana;4624;EVIL WAYS;You've got to change your evil ways baby;EUA
Saulo Fernandes;15283;A CASA AMARELA;Papai pintou a casa de amarelo a frente;BRA
Scott McKenzie;4765;SAN FRANCISCO;If you're going to San Francisco;EUA
Secos e Molhados;4364;MULHERES DE ATENAS;Mirem-se no exemplo daquelas mulheres;BRA
Secos e Molhados;3193;O VIRA;O gato preto cruzou a estrada;BRA
Secos e Molhados;4293;ROSA DE HIROSHIMA;Pensem nas crianças mudas telepáticas;BRA
Selma Reis;3727;SOMBRA EM NOSSO OLHAR;Sei, só não sei porque penso em você;BRA
Sem Compromisso;3914;FELICIDADE ESCONDIDA;Deixo um beijo de adeus;BRA
Sem Compromisso;3138;MARIANA, PARTE MINHA;Se eu beijar a sua boca;BRA
Sempre Livre;3424;EU SOU FREE;Só estudei em escola experimental;BRA
Sempre Livre;6493;FUI EU;Os pés descalços queimando o asfalto;BRA
Sensação;3317;CORAL DE ANJOS;Um coral de anjos cantou;BRA
Sensação;4330;PALMA DA MÃO;Vamo pro pagode Mané o tantan é a;BRA
Sensação;3929;PRECISO DESSE MEL;Quando a sua beleza pisou;BRA
Sensação;3898;SENTIMENTO NU;É... tudo era azul sentimento nu;BRA
Sérgio e Tchelo;6436;TE BUSQUEI NAS AVENIDAS;Já é tarde tá chovendo é madrugada;BRA
Sérgio Murilo;3651;BROTO LEGAL;Oh, oh, que broto legal garota fenomenal;BRA
Sérgio Reis;6602;ADEUS MARIANA;Nasci lá na cidade me casei na serra;BRA
Sérgio Reis;3556;CAVALO PRETO;"Tenho um cavalo preto por nome de ""Ventania";BRA
Sérgio Reis;3557;CHICO MINEIRO;Fizemos a última viagem;BRA
Sérgio Reis;3055;CORAÇÃO DE PAPEL;Se você pensa que meu coração...;BRA
Sérgio Reis;4477;FILHO ADOTIVO;Com sacrifício eu criei meus sete filhos;BRA
Sérgio Reis;3915;FUI PRA CASA DA VIZINHA;Tomei uma cervejada no bar da dona;BRA
Sérgio Reis;3632;O MENINO DA PORTEIRA;Toda vez que eu viajava;BRA
Sérgio Reis;3589;PANELA VELHA;Tô de namoro com uma moça solteirona;BRA
Sérgio Reis;4331;PINGA NI MIM;Nesta casa tem goteira pinga ni mim;BRA
Sérgio Reis;3593;SAUDADE DA MINHA TERRA;De que me adianta viver na cidade;BRA
Severino Araújo;3014;ANOS DOURADOS;Parece que dizes te amo Maria;BRA
Shakira;3750;DÓNDE ESTÁS CORAZÓN?;Dónde estás corazón?;ESP
Shakira;3662;ESTOY AQUI;Ya sé que no vedrás todo lo que fué;ESP
Sheldon Harnick-Jerry Bock;4655;SUNRISE SUNSET;Is this the little girl I carried?;EUA
Sidney Magal;15206;A MOÇA;A moça já não sorri nem mostra o seu coração;BRA
Sidney Magal;4295;SANDRA ROSA MADALENA;Quero vê-la sorrir Quero vê-la cantar...;BRA
Sílvio Brito;3746;CIDADÃO;Tá vendo aquele edifício moço?;BRA
Simon and Garfunkel;4571;BRIDGE OVER TROUBLED WATER;When you're weary feeling small when tears;EUA
Simone;3840;ESPERE POR MIM, MORENA;Espere por mim, morena espere que eu;BRA
Simone;3366;IOLANDA;Esta canção não é mais que mais uma;BRA
Simone;3234;QUEM É VOCÊ;Quem será que me chega na toca da noite;BRA
Simone e Simaria;16249;REGIME FECHADO;Alô eu tô ligando só pra te dizer;BRA
Simone e Simaria - Anitta;16166;LOKA;"Cadê você que ninguém viu
";BRA
Simony;3744;CERTAS COISAS;Não existiria som;BRA
Simony;3538;QUANDO TE VI;Nem o sol, nem o mar;BRA
Simony-Alexandre;3382;PELO MENOS UMA VEZ;Descansei a dor no azul do mar;BRA
Skank;6006;BALADA DO AMOR INABALÁVEL;Leva essa canção de Amor dançante pra;BRA
Skank;6406;CANÇÃO NOTURNA;Misterioso luar de fronteira derramando;BRA
Skank;6609;DOIS RIOS;O céu está no chão o céu não cai do alto;BRA
Skank;3658;É PROIBIDO FUMAR;É proibido fumar diz o aviso que eu;BRA
Skank;3077;ESMOLA;Uma esmola pelo amor de Deus;BRA
Skank;3618;EU DISSE A ELA;Quando eu disse a ela que o amor;BRA
Skank;3659;É UMA PARTIDA DE FUTEBOL;Ô Bola na trave não altera o placar;BRA
Skank;3472;GAROTA NACIONAL;Aqui nesse mundinho fechado;BRA
Skank;3119;JACKIE TEQUILA;Funk lá no morro da mangueira;BRA
Skank;3846;MACACO PREGO;Eu sou macaco prego;BRA
Skank;3631;O HOMEM QUE SABIA DEMAIS;Sabia? Sim sabia mais e mais e mais;BRA
Skank;3379;PACATO CIDADÃO;Ôh pacato cidadão eu te chamei a atenção;BRA
Skank;3595;TÃO SEU;Sinto sua falta, não posso esperar;BRA
Skank;3393;TE VER;Te ver e não te querer;BRA
Skank;4459;TRÊS LADOS;Escutei alguém abrir os portões é;BRA
Skeeter Davis;4551;THE END OF THE WORLD;Why does the sun go on shining;EUA
Smokie;4639;LIVING NEXT DOOR TO ALICE;Sally called when she got the word;EUA
Só Pra Contrariar;3604;AMOR VERDADEIRO;Olhe dentro de mim, você pode se ver;BRA
Só Pra Contrariar;3907;BOCA A BOCA;Foi assim que aconteceu nossa;BRA
Só Pra Contrariar;4431;DE CORPO SEM ALMA;Às vezes a solidão;BRA
Só Pra Contrariar;3749;DEPOIS DO PRAZER;Tô fazendo amor, com outra pessoa;BRA
Só Pra Contrariar;3066;DÓI DEMAIS;Tá doendo sim tá doendo em mim;BRA
Só Pra Contrariar;3322;É BOM DEMAIS;Não larga do meu pé me chama de meu;BRA
Só Pra Contrariar;3081;ESSA TAL LIBERDADE;O que é que eu vou fazer com essa tal;BRA
Só Pra Contrariar;4274;INTERFONE;A cidade já pegou no sono;BRA
Só Pra Contrariar;3428;LINDA;É uma coisa sem explicação;BRA
Só Pra Contrariar;4199;MACHUCA DEMAIS;Você machuca demais esse meu coração;BRA
Só Pra Contrariar;15470;ME PERDOA;Me persegue o castigo nada mais faz ;BRA
Só Pra Contrariar;3373;MEU JEITO DE SER;Era só dizer pra mim...;BRA
Só Pra Contrariar;3806;MINEIRINHO;Eu não tenho culpa de comer quietinho;BRA
Só Pra Contrariar;6576;MINHA FANTASIA;A minha fantasia era te ter um dia;BRA
Só Pra Contrariar;3961;MINHA METADE;Será que a gente entrega o coração;BRA
Só Pra Contrariar;4403;NÃO CHORA;Quando eu era o seu amor não havia;BRA
Só Pra Contrariar;3178;NOSSO SONHO NÃO É ILUSÃO;Estão falando pra eu tomar cuidado;BRA
Só Pra Contrariar;3530;NUNCA MAIS TE MACHUCAR;Dói demais saber que eu errei e não poder;BRA
Só Pra Contrariar;3531;O AMOR VOCÊ E EU;Se olhar nos meus olhos;BRA
Só Pra Contrariar;3533;OUT DOOR;Já coloquei num out door e em todos o;BRA
Só Pra Contrariar;3343;PRIMEIRO AMOR;É na escola da vida que a gente apre;BRA
Só Pra Contrariar;15187;QUANDO É AMOR;A gente sabe o que é amor;BRA
Só Pra Contrariar;4493;QUEM DERA;A noite madrugou Se fez manhã;BRA
Só Pra Contrariar;3232;QUE SE CHAMA AMOR;Como é que uma coisa assim machuca ta;BRA
Só Pra Contrariar;15787;RECORDAÇÕES;Nesse meu vazio eu vou ficar nas recordações;BRA
Só Pra Contrariar;3392;TÃO SÓ;Eu fiquei sozinho mais uma noite sem;BRA
Só Pra Contrariar;3816;TÁ POR FORA;Chega de plantar loucura;BRA
Só Pra Contrariar;3543;TE AMAR SEM MEDO;Tá difícil esconder a paixão...;BRA
Só Pra Contrariar;3546;TRIBUTO AOS MAMONAS;Apesar do pouco tempo que eu fico no;BRA
Só Pra Contrariar;6080;VEM ME LIVRAR DESSE ABANDONO;Vá embora eu não quero brincar de amor;BRA
Só Pra Contrariar;6039;VOCÊ VIROU SAUDADE;Você virou razão virou Paixão virou;BRA
Só Pra Contrariar-Gloria Estefan;4371;SANTO SANTO;De joelhos eu te peço escute a minha;BRA
Sorriso Maroto;15296;FOFINHA DELÍCIA;Que gordinha linda olha que doçura;BRA
Sorriso Maroto;15279;VAI E CHORA;Brigas intrigas segredo de nós dois;BRA
Soweto;6003;AMOR DEMAIS;É amor demais Pra toda vida;BRA
Soweto;4272;FAROL DAS ESTRELAS;Voei de prazer no céu de anil;BRA
Soweto;3923;MOMENTOS;Deixa o nosso mundo se encontrar;BRA
Soweto;4413;TEMPO DE APRENDER;Dei tanto amor pra você mas você não;BRA
Soweto;4378;TUDO FICA BLUE;Tudo fica blue quando o sol se põe;BRA
Spice Girls;4796;WANNA BE;If you want my future forget my past;EUA
Stephen Bishop;4726;IT MIGHT BE YOU;Time I've been passing time;EUA
Stephen Collins Foster;4542;OH SUSANNA;I've come from Alabama with my banjo o;EUA
Steppenwolf;4617;BORN TO BE WILD;Get your motor runnin' head down on the high;EUA
Stevie Wonder;4522;I JUST CALLED TO SAY I LOVE YOU;No New Year's Day to celebrate;EUA
Stevie Wonder;4725;ISN'T SHE LOVELY;Isn't she lovely isn't she wonderful;EUA
Stevie Wonder;4741;MY CHERIE AMOUR;La la la... My cherie amour lovely as a;EUA
Stevie Wonder;4808;YESTER-ME, YESTER-YOU, YESTERDAY;Yester-me, yester-you, yesterday;EUA
Stevie Wonder;4809;YOU ARE THE SUNSHINE OF MY LIFE;You are the sunshine of my life;EUA
Sublimes;15213;BONECA DE FOGO;Fútil beijo quente da beleza;BRA
Super Feliz;3305;BOLA PRA FRENTE;Vitória bola pra frente;BRA
Supertramp;4729;IT'S RAINING AGAIN;It's raining again oh no my love's at a;EUA
Taiguara;3284;UNIVERSO NO TEU CORPO;Eu desisto não existe essa manhã;BRA
Take That;4683;BACK FOR GOOD;I guess now it's time for me to give up I feel;EUA
Tammy Wynette;4605;STAND BY YOUR MAN;Sometimes it's hard to be a woman;EUA
Tchakabum;15291;DANÇA DA MÃOZINHA;Dance a dança da mãozinha que no final;BRA
Tchê Garotos;15250;FAZENDO COISA BOA;Hoje no barraco vai rolar bobagem;BRA
Teatro Mágico (O);15215;CANÇÃO DA TERRA;Tudo aconteceu num certo dia hora de ave maria;BRA
Tetê Espíndola;3076;ESCRITO NAS ESTRELAS;Você pra mim foi o sol;BRA
Thaeme e Thiago;15220;DESERTO;Vou construir um edifício no meio do seu deserto;BRA
Thaeme e Thiago;15313;PERTO DE MIM;Aonde você quer chegar se eu tô bem ;BRA
Thaeme e Thiago - Luan Santana;15299;HOJE NÃO;Hoje não sou mais seu hoje não me ;BRA
Thaeme e Thiago - Lucas Lucco;15281;100% LOUCO;Dez por cento de Red Bull dez por cento;BRA
The Fevers;6559;VEM ME AJUDAR (GET ME SOME HELP);Perdi você porque não julguei que o nosso;BRA
Thiago Brava;15161;360 O ARROCHA DO PODER;Ela me falou que não sabe dançar;BRA
Thiago Brava;16256;DONA MARIA;Me desculpe vir aqui desse jeito;BRA
Thiaguinho;15166;BUQUÊ DE FLORES;Eu tava pensativo então fui pro pagodinho;BRA
Thiaguinho;15219;DESENCANA;Lala laiá...Não sei porque quis se esconder;BRA
Thiaguinho;15311;OUSADIA E ALEGRIA;Chego chegando beijo no canto da boca;BRA
Tião Carreiro e Pardinho;3901;AMARGURADO;O que é feito daqueles beijos que eu;BRA
Tihuana;15261;MULHERES SÃO DE VÊNUS, HOMENS SÃO DE MARTE;Descobri que o que eu tenho já não serve mais;BRA
Tihuana;6075;QUE VES;Olhando no olho posso viajar;BRA
Timbalada;3456;BEIJA FLOR;Eu fui embora meu amor chorou;BRA
Tim Maia;4462;A FESTA DO SANTO REIS;Hoje é o dia De Santo Reis;BRA
Tim Maia;3649;AZUL DA COR DO MAR;Ah, se o mundo inteiro me pudesse ouvir;BRA
Tim Maia;3865;BONS MOMENTOS;Bons momentos eu passei fui feliz ao;BRA
Tim Maia;3417;DO LEME AO PONTAL;Do Leme ao pontal não há nada igual;BRA
Tim Maia;3110;GOSTAVA TANTO DE VOCÊ;Não sei por que você se foi;BRA
Tim Maia;3666;LEVA;Foi bom eu ficar com você o ano inteiro;BRA
Tim Maia;3528;ME DÊ MOTIVO;É engraçado às vezes a gente sente;BRA
Tim Maia;3170;NÃO QUERO DINHEIRO SÓ QUERO AMAR;Vou pedir pra você voltar;BRA
Tim Maia;3869;O DESCOBRIDOR DOS SETE MARES;Uma luz azul me guia;BRA
Tim Maia;6072;PEDE A ELA;Pede a ela pra ligar pra mim;BRA
Tim Maia;3680;PRIMAVERA (VERSÃO AO VIVO);Quando o inverno chegar;BRA
Tim Maia;6548;PRIMAVERA (VERSÃO ESTÚDIO);Quando o inverno chegar...;BRA
Tim Maia;4298;TELEFONE;Alô, Alô quem fala?;BRA
Tiririca;3423;EU SOU CHIFRUDO;Essa música eu quero oferecer para os;BRA
Tiririca;3523;FLORENTINA;Essa música eu tava cantando aí;BRA
Titãs;4423;ALUGA-SE;A solução pro nosso povo eu vou dar;BRA
Titãs;6537;ISSO;Isso que acontece com a gente acontece;BRA
Titãs;4279;MARVIN;Meu pai não tinha educação;BRA
Titãs;6469;O MUNDO É BÃO SEBASTIÃO;Porque o sol saiu porque o seu dente;BRA
Titãs;3679;POLÍCIA;Dizem que ela existe pra ajudar dizem que;BRA
Titãs;3809;PRA DIZER ADEUS;Você apareceu do nada;BRA
Titãs;3774;SONÍFERA ILHA;Não posso mais viver assim ao seu ladinho;BRA
Toke Divinal;3808;PEQUENA PRINCESA;Pequena princesa és a primavera;BRA
Tom Jobim;3745;CHEGA DE SAUDADE;Vai, minha tristeza, e diz a ela que;BRA
Tom Jobim;3838;DESAFINADO;Se você disser que eu desafino amor;BRA
Tom Jobim;3329;LUÍZA;Rua espada nua;BRA
Tom Jobim;3298;WAVE;Vou te contar;BRA
Tom Jobim-J.Gilberto-Astrud-Getz;6011;CORCOVADO;Quiet nights Of quiet stars;BRA
Tom Jones;4516;GREEN GREEN GRASS OF HOME;The old hometown looks the same as I step;EUA
Tom Jones;4660;TILL;Till the moon deserts the sky;EUA
Tommy James;4621;CRIMSON AND CLOVER;Now I don't hardly know her but I think I could;EUA
Toni Braxton;4715;HOW COULD AN ANGEL BREAK MY HEART;I heard he sang a lullaby I heard he sang;EUA
Toni Braxton;4794;UNBREAK MY HEART;Don't leave me in all this pain;EUA
Tonico e Tinoco;4483;MORENINHA LINDA;Meu coração tá pisado;BRA
Tony Bennet;4717;I LEFT MY HEART IN SAN FRANCISCO;The loveliness of Paris seemed somehow;EUA
Tony Dallara;4532;LA NOVIA;Bian che spien dente Va La novia;ITA
Tony Orlando;4611;TIE A YELLOW RIBBON 'ROUND THE OLD OAK TREE;I'm comin' home I've done my time;EUA
Toquinho;3406;AQUARELA;Numa folha qualquer eu desenho um sol;BRA
Toquinho-Vinicius de Moraes;6044;A TONGA DA MIRONGA DO KABULETÊ;Lá lá lá... Eu caio de bossa eu sou quem eu;BRA
Toquinho-Vinicius de Moraes;3653;CARTA AO TOM 74;Rua Nascimento Silva cento e sete;BRA
Toquinho-Vinicius de Moraes;3266;TARDE EM ITAPOÃ;Um velho calção de banho;BRA
Trem da Alegria;3069;É DE CHOCOLATE;Por detrás do arco íris além do horizonte;BRA
Trem da Alegria;3283;UNI, DUNI, TÊ;Eu quis saber da minha estrela guia;BRA
Tribalistas;6495;JÁ SEI NAMORAR;Já sei namorar já sei beijar de língua;BRA
Tribalistas;15252;JOGA ARROZ;O seu juiz já falou que o coração não tem lei;BRA
Tribalistas;6595;TRIBALISTAS;Os tribalistas já não querem ter razão;BRA
Tribalistas;6558;VELHA INFÂNCIA;Você é assim um sonho pra mim;BRA
Tribo de Jah;6037;UMA ONDA QUE PASSOU;Eu não pratico bruxaria Não tenho bola;BRA
Trio Esperança;6042;A FESTA DO BOLINHA;Eu ontem fui à festa na casa do Bolinha;BRA
Trio Esperança;15208;ARRASTA A SANDÁLIA;Você minha morena dengosa;BRA
Trio Esperança;4394;FILME TRISTE;Filme triste que me fez chorar;BRA
Turtles (The);4579;HAPPY TOGETHER;Imagine me and you I do;EUA
Twister;6026;PERDI VOCÊ;Fui tudo o que eu Não queria ser;BRA
Twister;4492;QUARENTA GRAUS;Yeah yeah Nada mal a cada dia;BRA
U2;4749;ONE;Is it gettin' better or do you feel the;EUA
U2;4777;SUNDAY BLOODY SUNDAY;I can't believe the news today;EUA
U2;4804;WITH OR WITHOUT YOU;See the stone set in your eyes;EUA
Ultraje a Rigor;3464;CIÚME;Oh oh oh oh... Eu quero levar uma vida;BRA
Ultraje a Rigor;3844;INÚTIL;A gente não sabemos escolher presidente;BRA
Ultraje a Rigor;3474;MARYLOU;Eu tinha uma galinha que se chamava;BRA
Ultraje a Rigor;3175;NÓS VAMOS INVADIR SUA PRAIA;Daqui do morro dá pra ver tão legal;BRA
Um Toque a Mais;3399;VIDA BANDIDA;Vida bandida que me traz tristeza;BRA
Uns e Outros;6450;CARTA AOS MISSIONÁRIOS;Missionários de um mundo vagam proliferando;BRA
U.S.A. For Africa;4798;WE ARE THE WORLD;There comes a time when we heed a certain;EUA
Vanessa da Mata;15209;AS PALAVRAS;As palavras saem quase sem querer;BRA
Vanessa da Mata;6472;ONDE IR;Eu não sei o que vi aqui eu não sei pra;BRA
Vanessa Jackson;6532;DE VOLTA PRA MIM;Na nara na... Hoje eu vi você e;BRA
Vanessa Rangel;3853;PALPITE;Tô com saudades de você debaixo do meu;BRA
Vange Leonel;15183;NOITE PRETA;Calada noite preta noite preta;BRA
Vanusa;6421;MENSAGEM;Quando o carteiro chegou e o meu nome gritou;BRA
Vavá;6409;CONVITE DE CASAMENTO;A gente morou e cresceu na mesma rua;BRA
Verônica Sabino;4472;DEMAIS;Foi um vento que passou Que te trouxe;BRA
Víctor e Léo;15304;NA LINHA DO TEMPO;Eu te dei o ouro do sol a prata da lua te ;BRA
Victor e Léo - Zezé Di Camargo e Luciano;15239;QUANDO VOCÊ SOME;Quando você some assim...;BRA
Vinícius Cantuária;3492;SÓ VOCÊ;Demorei muito pra te encontrar;BRA
Vinny;4495;SEJA COMO FOR;"Fecha a porta entra logo E ""vamo"" nessa";BRA
Vinny;4412;TE ENCONTRAR DE NOVO;Ié ié thubi down... A ha me lembro de você;BRA
Virgulóides;3605;BAGULHO NO BUMBA;"Nessa ""bumba"" eu não ando mais";BRA
Waguinho;6013;É MELHOR CÊ VOLTAR PRA MIM;Você levou o meu coração E não teve;BRA
Wanderléa;6414;EU JÁ NEM SEI;Eu já nem sei se gosto de você ou se;BRA
Wanderléa;3206;PARE O CASAMENTO;Antes de continuar a cerimônia;BRA
Wanderléa;3224;PROVA DE FOGO;Esta é uma prova de fogo;BRA
Wanderléa;4497;TERNURA;Uma vez você falou Que era meu o seu;BRA
Wanderléa-Renato e Seus Blue Caps;4437;EXÉRCITO DO SURF;Nós somos jovens Jovens jovens;BRA
Wanderley Cardoso;15229;FALE BAIXINHO (SPEAK SOFTLY LOVE);Fale baixinho e me envolva com calor;BRA
Wanderley Cardoso;3888;O BOM RAPAZ;Parece que eu sabia que hoje era o;BRA
Wando;4436;É AMOR;De repente Eu paro de estalo;BRA
Wando;3105;FOGO E PAIXÃO;Você é luz é raio estrela e luar manhã de sol;BRA
Wando;3878;GOSTOSA;É tão gostosa ela é toda faceira;BRA
Wando;3160;MOÇA;Moça me espere amanhã;BRA
Wando;3161;MORDIDA NA MAÇÃ;Eu queria me esconder um dia desses;BRA
Wando;15189;RITUAL;Nessa noite eu quero toda emoção;BRA
Wando;3490;SAFADA;Eu te quero assim;BRA
Wanessa Camargo;6417;GOSTAR DE MIM;Eu vi o céu tão claro e tava tudo tão escuro;BRA
Wanessa Camargo;6070;O AMOR NÃO DEIXA;O que fazer quando um querer;BRA
Wanessa Camargo;6551;SEM QUERER;Pisei na bola meu Deus e agora o que;BRA
Wanessa Camargo;6518;UM DIA... MEU PRIMEIRO AMOR;Para começar um beijo e ele vai pra sempre;BRA
Wham!;4636;LAST CHRISTMAS;Oh oh oh... Last Christmas I gave you my;EUA
Whitesnake;4724;IS THIS LOVE;I should have know better;EUA
Whitney Houston;4526;I WILL ALWAYS LOVE YOU;If I should stay I would only be in you;EUA
Whitney Houston;4750;ONE MOMENT IN TIME;Each day I live I want to be;EUA
Willie Nelsson;4562;ALWAYS ON MY MIND;Maybe I did'nt love you quite as often as I;EUA
Wilma Bentivegna;3918;HINO AO AMOR (HYMNE A L'AMOUR);Se o azul do céu escurecer;BRA
Wilson Pickett;4627;FUNKY BROADWAY;Every town I go in there's a street;EUA
Wilson Simonal;3134;MAMÃE PASSOU AÇÚCAR EM MIM;Eu sei que tenho muitos garotos;BRA
Wings;4672;MY LOVE;And when I go away I know my heart;EUA
Xuxa;3034;BRINCAR DE ÍNDIO;Ôh ôh ôh ôh... Vamos brincar de índio mas;BRA
Xuxa;3319;DANÇA DA XUXA;Inventei uma dança nova;BRA
Xuxa;3100;FESTA DO ESTICA E PUXA;E todos dançam pega estica e puxa;BRA
Xuxa;3115;ILARIÊ;Tá na hora tá na hora;BRA
Xuxa;3367;LUA DE CRISTAL;Tudo pode ser se quiser...;BRA
Xuxa;3575;"MARQUEI UM ""X""";"Marquei um ""X"" Um ""X""";BRA
Xuxa;4329;PAGOXU;Baixinhos baixinhas altinhos altinhas;BRA
Xuxa;3342;PIPOCA;Pipoca ah!;BRA
Xuxa;3269;TINDOLELÊ;Todo mundo tá feliz tá feliz;BRA
